Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides pHis3_01	Peptides pHis3_02	Peptides pHis3_03	Peptides SMC1_01	Peptides SMC1_02	Peptides SMC1_03	Razor + unique peptides pHis3_01	Razor + unique peptides pHis3_02	Razor + unique peptides pHis3_03	Razor + unique peptides SMC1_01	Razor + unique peptides SMC1_02	Razor + unique peptides SMC1_03	Unique peptides pHis3_01	Unique peptides pHis3_02	Unique peptides pHis3_03	Unique peptides SMC1_01	Unique peptides SMC1_02	Unique peptides SMC1_03	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type pHis3_01	Identification type pHis3_02	Identification type pHis3_03	Identification type SMC1_01	Identification type SMC1_02	Identification type SMC1_03	Sequence coverage pHis3_01 [%]	Sequence coverage pHis3_02 [%]	Sequence coverage pHis3_03 [%]	Sequence coverage SMC1_01 [%]	Sequence coverage SMC1_02 [%]	Sequence coverage SMC1_03 [%]	Intensity	Intensity pHis3_01	Intensity pHis3_02	Intensity pHis3_03	Intensity SMC1_01	Intensity SMC1_02	Intensity SMC1_03	LFQ intensity pHis3_01	LFQ intensity pHis3_02	LFQ intensity pHis3_03	LFQ intensity SMC1_01	LFQ intensity SMC1_02	LFQ intensity SMC1_03	MS/MS count pHis3_01	MS/MS count pHis3_02	MS/MS count pHis3_03	MS/MS count SMC1_01	MS/MS count SMC1_02	MS/MS count SMC1_03	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P32861	P32861	23	23	23	UTP--glucose-1-phosphate uridylyltransferase	UGP1	sp|P32861|UGPA1_YEAST UTP--glucose-1-phosphate uridylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGP1 PE=1 SV=1	1	23	23	23	15	11	17	14	17	17	15	11	17	14	17	17	15	11	17	14	17	17	57.3	57.3	57.3	55.987	499	499	0	103.24	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	44.5	28.3	45.9	33.7	38.3	45.9	2102100000	256860000	63587000	654380000	80163000	136630000	910450000	432520000	164580000	379670000	213980000	299810000	324550000	16	5	14	14	12	17	78				523	415;416;1165;1694;2314;2712;3013;3555;4406;4854;5112;5535;6017;6249;6250;6251;6447;8296;8563;9599;9953;10129;10320	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	441;442;1218;1760;2398;2808;3121;3691;4587;4588;5059;5326;5775;6272;6510;6511;6512;6717;8713;8991;10069;10439;10623;10820	2385;2386;2387;2388;2389;2390;2391;2392;6427;6428;6429;6430;6431;6432;9086;9087;9088;9089;9090;9091;12147;12148;12149;14131;14132;14133;14134;14135;14136;15660;15661;15662;15663;15664;15665;18548;18549;18550;18551;18552;18553;22943;22944;22945;25286;26693;26694;26695;26696;29273;29274;29275;29276;29277;29278;31630;31631;31632;31633;31634;31635;32846;32847;32848;32849;32850;32851;32852;32853;33703;33704;33705;33706;33707;43422;43423;43424;44698;50424;50425;50426;50427;50428;52312;52313;53235;53236;53237;53238;53239;54213;54214;54215	1824;1825;1826;1827;1828;1829;1830;1831;4770;4771;4772;4773;4774;6716;6717;6718;6719;8908;8909;10354;10355;10356;10357;10358;11536;11537;11538;11539;11540;13670;13671;13672;13673;13674;13675;16903;16904;16905;18653;19686;19687;19688;21543;21544;21545;21546;21547;23350;23351;23352;23353;24235;24236;24237;24238;24239;24240;24879;24880;24881;24882;24883;32079;33001;37177;37178;37179;37180;37181;37182;38575;39276;39277;39278;39279;40022;40023;40024	1827;1831;4772;6716;8908;10355;11536;13675;16905;18653;19688;21546;23351;24236;24237;24240;24882;32079;33001;37182;38575;39279;40024	356	269
P32875	P32875	5	5	5	Lipoyl synthase, mitochondrial	LIP5	sp|P32875|LIPA_YEAST Lipoyl synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIP5 PE=1 SV=1	1	5	5	5	1	2	3	2	2	5	1	2	3	2	2	5	1	2	3	2	2	5	18.6	18.6	18.6	46.247	414	414	0	12.575	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.1	7.7	12.3	7.7	7.7	18.6	125410000	5578900	8029700	53607000	7012400	5721900	45463000	10772000	12835000	21436000	11838000	16455000	30482000	1	1	3	1	2	3	11				524	226;695;4784;10659;11978	True;True;True;True;True	237;734;4985;11170;12544	1283;1284;1285;1286;1287;3860;24906;24907;24908;24909;24910;24911;55882;55883;63449	974;975;2905;18369;18370;18371;18372;18373;18374;41266;46947	974;2905;18374;41266;46947		
P32892	P32892	23	23	23	ATP-dependent RNA helicase DRS1	DRS1	sp|P32892|DRS1_YEAST ATP-dependent RNA helicase DRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRS1 PE=1 SV=2	1	23	23	23	15	19	17	19	13	16	15	19	17	19	13	16	15	19	17	19	13	16	32	32	32	84.842	752	752	0	94.311	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	22.5	30.3	27.7	30.3	19	21.9	1113300000	138590000	111710000	450410000	120960000	59124000	232530000	171730000	160200000	187060000	176530000	180860000	178280000	14	16	15	15	8	13	81				525	1186;1207;1496;1815;2417;3130;3131;3138;4462;4920;6892;7758;8418;8425;8738;9480;9481;9682;9932;9978;10005;10040;11318	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1239;1260;1558;1884;2503;3241;3242;3249;4651;5127;7181;8145;8841;8848;9168;9942;9943;10155;10416;10464;10492;10530;10531;11859	6565;6566;6567;6568;6569;6570;6571;6662;6663;6664;6665;6666;8104;8105;8106;8107;8108;8109;9751;9752;9753;12654;12655;12656;16271;16272;16273;16274;16275;16276;16277;16278;16310;16311;16312;23242;23243;23244;23245;23246;25627;25628;25629;25630;25631;36087;36088;36089;36090;36091;40710;40711;40712;40713;40714;40715;44013;44014;44015;44016;44017;44041;44042;44043;44044;45555;49834;49835;49836;49837;49838;49839;49840;49841;49842;49843;50838;50839;50840;50841;50842;50843;50844;52159;52160;52161;52162;52163;52443;52444;52445;52446;52447;52448;52579;52580;52581;52582;52583;52584;52800;52801;52802;52803;52804;52805;52806;59693;59694	4873;4874;4875;4876;4877;4878;4949;6016;6017;6018;6019;7191;7192;9270;9271;11985;11986;11987;11988;11989;11990;12018;12019;12020;17138;17139;17140;18913;18914;18915;18916;18917;26627;26628;30061;30062;30063;30064;30065;30066;32508;32509;32529;32530;32531;32532;33625;36717;36718;36719;36720;36721;36722;36723;36724;37491;37492;37493;37494;37495;38452;38453;38454;38455;38677;38678;38679;38680;38681;38682;38781;38782;38783;38784;38785;38786;38952;38953;38954;38955;38956;38957;44088	4874;4949;6019;7192;9270;11989;11990;12020;17140;18913;26628;30062;32509;32529;33625;36717;36724;37495;38455;38679;38784;38956;44088	357;358	286;556
P32895	P32895	17	17	17	Ribose-phosphate pyrophosphokinase 1	PRS1	sp|P32895|KPR1_YEAST Ribose-phosphate pyrophosphokinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS1 PE=1 SV=1	1	17	17	17	11	15	15	15	16	12	11	15	15	15	16	12	11	15	15	15	16	12	44	44	44	47.047	427	427	0	88.695	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.1	43.8	39.8	43.8	44	41.5	1608500000	176070000	146250000	680900000	165050000	93712000	346530000	200170000	251540000	256460000	251750000	265470000	259450000	10	11	14	11	12	11	69				526	1189;1961;1985;4046;4489;4773;5196;5294;5886;5887;7028;8258;8762;8810;9257;11724;11973	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1242;2037;2062;4211;4212;4680;4974;5412;5516;6133;6134;7320;8674;9192;9242;9709;12274;12539	6578;6579;6580;6581;6582;10350;10351;10352;10440;10441;10442;10443;10444;10445;21113;21114;21115;21116;21117;21118;21119;23377;23378;23379;23380;23381;24845;24846;24847;24848;24849;27191;27192;27193;27194;27195;27760;27761;27762;27763;27764;27765;30898;30899;30900;30901;30902;30903;30904;30905;36816;36817;36818;36819;36820;36821;36822;36823;36824;36825;43257;43258;43259;43260;43261;43262;45683;45684;45685;45969;45970;45971;45972;45973;45974;45975;45976;45977;45978;48584;48585;48586;48587;48588;61960;61961;61962;61963;61964;61965;63430;63431;63432;63433;63434	4884;4885;7601;7663;7664;7665;7666;7667;7668;7669;15533;15534;15535;15536;15537;15538;15539;17241;17242;17243;17244;17245;18320;18321;18322;18323;18324;20044;20045;20046;20450;20451;20452;20453;20454;20455;22787;22788;22789;22790;22791;22792;27193;27194;27195;27196;27197;27198;27199;27200;31951;31952;31953;31954;31955;31956;33726;33937;33938;33939;35779;35780;35781;45812;45813;45814;45815;45816;45817;46935;46936	4884;7601;7669;15536;17243;18324;20044;20452;22787;22790;27197;31956;33726;33938;35780;45815;46936	359	18
P32897	P32897	1	1	1	Mitochondrial import inner membrane translocase subunit TIM23	TIM23	sp|P32897|TIM23_YEAST Mitochondrial import inner membrane translocase subunit TIM23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM23 PE=1 SV=1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	11.7	11.7	11.7	23.243	222	222	0	4.6459		By MS/MS	By matching	By matching			0	11.7	11.7	11.7	0	0	19381000	0	4844600	11555000	2980800	0	0	0	8798300	4840900	4636200	0	0	0	1	0	0	0	0	1				527	9994	True	10480	52528;52529;52530	38743	38743		
P32899	P32899	6	6	6	U3 small nucleolar ribonucleoprotein protein IMP3	IMP3	sp|P32899|IMP3_YEAST U3 small nucleolar ribonucleoprotein protein IMP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMP3 PE=1 SV=1	1	6	6	6	1	5	5	4	5	4	1	5	5	4	5	4	1	5	5	4	5	4	35.5	35.5	35.5	21.885	183	183	0	33.211	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.5	29.5	29.5	22.4	28.4	24	215460000	5354500	36654000	92415000	19418000	17288000	44332000	13987000	78433000	36314000	33200000	33194000	24618000	1	5	4	4	4	2	20				528	2349;5415;7111;7836;11198;12450	True;True;True;True;True;True	2435;5645;7408;8232;11731;13028	12324;12325;12326;12327;12328;28434;28435;28436;28437;37184;37185;37186;37187;37188;37189;41160;41161;59041;59042;59043;59044;59045;65859;65860	9043;9044;9045;9046;9047;20937;20938;20939;27479;27480;27481;27482;27483;27484;30419;30420;43612;43613;43614;48753	9046;20937;27480;30419;43613;48753		
P32902	P32902	3	3	3	37S ribosomal protein MRP4, mitochondrial	MRP4	sp|P32902|RT04_YEAST 37S ribosomal protein MRP4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP4 PE=1 SV=1	1	3	3	3	0	2	2	2	1	2	0	2	2	2	1	2	0	2	2	2	1	2	10.4	10.4	10.4	44.151	394	394	0	4.7224		By matching	By MS/MS	By MS/MS	By matching	By MS/MS	0	8.6	4.6	8.6	1.8	4.6	19929000	0	1693200	8772500	3089600	324620	6048800	0	2210100	4455100	4197400	2109500	4184700	0	0	1	1	0	1	3				529	8109;9351;9964	True;True;True	8520;9807;10450	42600;42601;42602;49134;49135;52374;52375;52376;52377	31455;36203;38625;38626	31455;36203;38626		
P32908	P32908	61	61	61	Structural maintenance of chromosomes protein 1	SMC1	sp|P32908|SMC1_YEAST Structural maintenance of chromosomes protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMC1 PE=1 SV=1	1	61	61	61	3	24	23	53	55	38	3	24	23	53	55	38	3	24	23	53	55	38	49.9	49.9	49.9	141.28	1225	1225	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.7	26.1	25.5	47.6	43.8	38.9	3491700000	16388000	55471000	441170000	1004700000	845930000	1128100000	29232000	63215000	73618000	1602000000	2156100000	999600000	2	2	2	59	67	36	168				530	429;740;769;1166;1264;1288;1575;1764;1901;1948;2067;2121;2122;2398;2414;2579;3112;3320;3449;3853;4074;4137;4783;5180;5230;5273;5736;5746;5747;6050;6051;6289;6440;6600;6601;6821;6958;7029;7539;7576;8112;8306;8477;8478;8878;9261;9262;9286;9324;9341;9532;10195;10690;10691;10892;11168;12089;12203;12207;12208;12338	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	455;781;782;811;1219;1317;1341;1342;1640;1833;1974;2023;2146;2201;2202;2203;2484;2500;2670;3223;3441;3576;4006;4240;4305;4984;5394;5446;5495;5979;5990;5991;6305;6306;6550;6710;6880;6881;7105;7250;7321;7916;7957;8523;8723;8900;8901;8902;9313;9713;9714;9741;9779;9796;9797;9999;10691;11201;11202;11411;11700;12659;12773;12777;12778;12909	2437;2438;4086;4087;4088;4089;4090;4091;4092;4278;4279;4280;6433;6434;6435;6436;6437;6917;6918;7041;7042;7043;7044;7045;7046;7047;8527;8528;8529;8530;8531;8532;9526;9527;9528;9529;9530;10118;10119;10120;10121;10291;10292;10816;10817;10818;10819;10820;10821;10822;10823;11136;11137;11138;11139;11140;11141;11142;12545;12546;12547;12631;13415;13416;13417;13418;13419;13420;13421;16196;16197;17286;17287;17978;20139;20140;20141;20142;20143;20144;20145;21252;21574;21575;21576;21577;21578;21579;21580;21581;21582;21583;21584;24901;24902;24903;24904;24905;27099;27100;27101;27102;27103;27377;27378;27657;27658;27659;30193;30242;30243;30244;30245;30246;30247;30248;30249;30250;30251;30252;30253;30254;30255;31767;31768;31769;31770;31771;31772;31773;31774;31775;31776;31777;33026;33027;33028;33029;33030;33674;33675;34522;34523;34524;34525;35625;36417;36418;36419;36420;36421;36826;36827;36828;36829;36830;36831;36832;39658;39659;39660;39661;39662;39663;39871;39872;42617;42618;43458;43459;43460;43461;43462;44295;44296;44297;44298;44299;44300;44301;44302;44303;46365;46366;46367;46368;46369;48604;48605;48606;48607;48608;48609;48610;48611;48612;48613;48776;48777;48967;49060;49061;49062;49063;49064;49065;49066;50104;50105;50106;53526;53527;53528;53529;56051;56052;56053;56054;57262;57263;57264;57265;57266;58879;58880;58881;58882;58883;64000;64001;64002;64642;64643;64644;64645;64668;64669;64670;64671;64672;64673;64674;65283;65284;65285;65286	1854;3080;3081;3082;3083;3223;3224;3225;4775;4776;4777;5123;5213;5214;5215;5216;6319;6320;6321;7020;7021;7022;7023;7447;7448;7563;7932;7933;7934;7935;7936;8171;8172;8173;9196;9250;9824;9825;9826;9827;9828;11926;11927;12739;12740;13241;14808;14809;14810;14811;14812;15641;15888;15889;15890;15891;15892;15893;15894;15895;15896;15897;18366;18367;18368;19984;19985;19986;19987;19988;20185;20186;20384;20385;22237;22278;22279;22280;22281;22282;22283;22284;22285;23451;23452;23453;23454;23455;23456;24373;24374;24375;24376;24854;24855;25479;25480;25481;26297;26886;26887;26888;26889;27201;27202;27203;27204;27205;29266;29267;29268;29269;29270;29423;29424;31467;31468;32104;32105;32106;32712;32713;32714;32715;32716;32717;34241;34242;35793;35794;35795;35796;35797;35798;35799;35927;35928;36069;36145;36146;36147;36148;36924;36925;36926;39482;39483;39484;41391;41392;41393;42298;42299;42300;43485;43486;43487;47343;47344;47839;47840;47841;47859;47860;47861;47862;47863;47864;48332;48333	1854;3081;3225;4777;5123;5216;6319;7023;7448;7563;7934;8171;8173;9196;9250;9825;11926;12739;13241;14808;15641;15894;18366;19987;20186;20384;22237;22278;22282;23452;23455;24376;24854;25480;25481;26297;26887;27203;29267;29423;31467;32104;32712;32713;34241;35793;35797;35928;36069;36148;36926;39482;41391;41393;42298;43485;47344;47840;47859;47860;48332	360;361;362;363	811;860;872;912
P32909	P32909	4	4	4	Protein SMY2	SMY2	sp|P32909|SMY2_YEAST Protein SMY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMY2 PE=1 SV=2	1	4	4	4	2	4	1	4	3	2	2	4	1	4	3	2	2	4	1	4	3	2	7.4	7.4	7.4	81.396	740	740	0	16.209	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	3.2	7.4	2.6	7.4	5.8	4.2	59502000	10613000	11943000	8212300	15030000	6395900	7308100	10514000	16648000	10702000	14581000	20144000	8545900	2	3	1	2	2	0	10				531	5618;9757;10632;10759	True;True;True;True	5859;10231;11143;11271	29649;29650;29651;29652;29653;51177;51178;51179;55766;55767;55768;55769;56367;56368;56369;56370	21835;37739;37740;37741;41168;41169;41170;41171;41621;41622	21835;37739;41170;41621		
P32911	P32911	3	3	3	Eukaryotic translation initiation factor eIF-1	SUI1	sp|P32911|SUI1_YEAST Eukaryotic translation initiation factor eIF-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUI1 PE=1 SV=1	1	3	3	3	3	3	2	3	1	1	3	3	2	3	1	1	3	3	2	3	1	1	58.3	58.3	58.3	12.312	108	108	0	14.481	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	58.3	58.3	43.5	58.3	20.4	20.4	306430000	57131000	77203000	41060000	82753000	24400000	23883000	50811000	102850000	31456000	108480000	100230000	28085000	3	2	2	3	1	1	12				532	1134;9016;10558	True;True;True	1186;9458;11064	6277;6278;6279;6280;47014;47015;47016;47017;47018;47019;47020;55441;55442;55443	4670;4671;4672;34724;34725;34726;34727;34728;34729;40919;40920;40921	4672;34727;40921		
P32915	P32915	2	2	2	Protein transport protein SEC61	SEC61	sp|P32915|SC61A_YEAST Protein transport protein SEC61 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC61 PE=1 SV=1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	6.5	6.5	6.5	52.936	480	480	0	5.8579	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.2	6.5	6.5	6.5	6.5	6.5	460430000	72694000	66858000	118480000	47502000	48311000	106580000	71793000	108970000	46186000	70164000	142320000	84645000	1	1	1	1	2	1	7				533	154;11373	True;True	161;11915	875;876;877;878;879;60004;60005;60006;60007;60008;60009;60010;60011;60012;60013;60014	672;44305;44306;44307;44308;44309;44310;44311	672;44311		
P32916	P32916	9	9	9	Signal recognition particle receptor subunit alpha homolog	SRP101	sp|P32916|SRPR_YEAST Signal recognition particle receptor subunit alpha homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP101 PE=1 SV=2	1	9	9	9	6	5	3	5	4	2	6	5	3	5	4	2	6	5	3	5	4	2	20.9	20.9	20.9	69.277	621	621	0	50.923	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.5	11.1	8.9	11.1	8.7	6.1	164120000	35960000	26837000	36126000	20585000	16190000	28423000	41483000	47341000	19843000	37187000	36316000	13045000	6	4	3	6	2	1	22				534	583;3119;5558;6894;7542;7967;8053;10095;11237	True;True;True;True;True;True;True;True;True	616;3230;5798;7183;7919;8373;8460;10589;11770	3325;3326;3327;3328;3329;3330;3331;3332;3333;16218;16219;16220;16221;29388;36096;36097;36098;36099;39672;39673;39674;41885;41886;41887;42311;42312;53083;59238	2519;2520;2521;2522;2523;2524;2525;11939;11940;11941;11942;21632;26633;26634;29276;29277;30943;30944;30945;31251;39155;43760	2520;11940;21632;26633;29277;30945;31251;39155;43760		
P32917	P32917	1	1	1	Protein STE5	STE5	sp|P32917|STE5_YEAST Protein STE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE5 PE=1 SV=2	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1.6	1.6	1.6	102.73	917	917	1	-2			By MS/MS				0	0	1.6	0	0	0	5863100	0	0	5863100	0	0	0	0	0	2615500	0	0	0	0	0	0	0	0	0	0	+			535	7370	True	7730	38700	28580	28580	364	463
P32939	P32939	4	4	4	GTP-binding protein YPT7	YPT7	sp|P32939|YPT7_YEAST GTP-binding protein YPT7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT7 PE=1 SV=1	1	4	4	4	1	2	3	3	2	3	1	2	3	3	2	3	1	2	3	3	2	3	23.1	23.1	23.1	23.042	208	208	0	13.072	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.3	11.5	17.8	17.8	13	18.3	70254000	4653100	3986000	31071000	7453800	5176900	17913000	9000700	10868000	12298000	10175000	12693000	9315400	1	1	3	2	1	3	11				536	2601;7427;9367;11276	True;True;True;True	2692;7798;9825;11813	13558;13559;13560;39026;39027;39028;39029;39030;49236;49237;49238;49239;59472;59473	9920;28792;28793;28794;28795;36280;36281;36282;36283;43934;43935	9920;28792;36280;43935		
P33201	P33201	9	9	9	Ribosome assembly factor MRT4	MRT4	sp|P33201|MRT4_YEAST Ribosome assembly factor MRT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRT4 PE=1 SV=1	1	9	9	9	5	9	7	7	4	4	5	9	7	7	4	4	5	9	7	7	4	4	49.6	49.6	49.6	27.058	236	236	0	17.22	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.7	49.6	40.7	42.8	22	22	231570000	26349000	27030000	102940000	30013000	13224000	32012000	37354000	33938000	45649000	34872000	39095000	34691000	6	5	5	7	2	2	27				537	693;3995;4788;5663;7031;7715;8233;10665;12562	True;True;True;True;True;True;True;True;True	732;4157;4989;5904;7323;8101;8647;11176;13144	3847;3848;3849;3850;3851;3852;3853;3854;3855;3856;20887;20888;20889;24925;24926;24927;24928;24929;24930;29836;29837;29838;36835;36836;36837;36838;36839;36840;40534;40535;40536;43146;43147;55906;55907;55908;55909;66439;66440;66441	2897;2898;2899;2900;2901;2902;2903;15361;18387;18388;18389;18390;18391;18392;21968;21969;27207;27208;27209;29927;29928;29929;31869;41283;41284;49184;49185	2901;15361;18387;21968;27207;29929;31869;41284;49184		
P33202	P33202	2	2	2	Ubiquitin fusion degradation protein 4	UFD4	sp|P33202|UFD4_YEAST Ubiquitin fusion degradation protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UFD4 PE=1 SV=1	1	2	2	2	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	2.2	2.2	2.2	167.84	1483	1483	0.00079745	2.8762			By MS/MS	By matching	By MS/MS		0	0	2.2	0.5	1.6	0	10460000	0	0	9083500	370340	1006000	0	0	0	2869900	2209500	2206500	0	0	0	2	0	1	0	3				538	1682;9118	True;True	1748;9567	9030;9031;47553;47554	6686;35118;35119	6686;35118		
P33204	P33204	3	3	3	Actin-related protein 2/3 complex subunit 4	ARC19	sp|P33204|ARPC4_YEAST Actin-related protein 2/3 complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC19 PE=1 SV=2	1	3	3	3	1	1	3	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	30.4	30.4	30.4	19.916	171	171	0	15.29	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	7	9.4	30.4	9.4	7	7	58384000	5479100	1145300	41225000	1397200	2819300	6318600	5503900	4995100	11936000	5579700	7450300	4780200	1	1	3	1	1	0	7				539	3691;7509;9663	True;True;True	3839;7886;10136	19301;39493;39494;39495;50745;50746;50747;50748	14225;29136;29137;29138;37426;37427;37428	14225;29138;37427		
P33297	P33297	9	9	9	26S protease regulatory subunit 6A	RPT5	sp|P33297|PRS6A_YEAST 26S proteasome regulatory subunit 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPT5 PE=1 SV=3	1	9	9	9	2	8	4	7	5	2	2	8	4	7	5	2	2	8	4	7	5	2	25.1	25.1	25.1	48.255	434	434	0	33.377	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.5	23.5	10.8	20.7	14.1	4.4	96807000	5639300	31356000	26103000	20686000	7303100	5719300	11907000	31247000	21346000	24922000	19763000	15524000	2	6	4	3	2	1	18				540	77;736;1787;2844;6214;6728;9820;10588;11064	True;True;True;True;True;True;True;True;True	79;777;1856;2945;6472;7010;10298;11096;11097;11591	394;395;396;397;4068;4069;4070;4071;9628;9629;9630;9631;14860;14861;32683;32684;35176;35177;35178;51546;51547;51548;55551;55552;55553;55554;58251;58252;58253	306;307;308;3064;3065;3066;3067;7097;7098;7099;7100;10921;10922;24132;24133;25970;38011;40999;41000;41001;43011	307;3065;7099;10921;24133;25970;38011;40999;43011	365	305
P33298	P33298	10	10	9	26S protease regulatory subunit 6B homolog	RPT3	sp|P33298|PRS6B_YEAST 26S proteasome regulatory subunit 6B homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPT3 PE=1 SV=2	1	10	10	9	3	7	4	8	5	4	3	7	4	8	5	4	2	6	3	7	4	3	26.4	26.4	23.6	47.893	428	428	0	20.942	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.2	20.3	13.1	22.4	15.9	12.4	164390000	20692000	27408000	40604000	27364000	13486000	34836000	23276000	38087000	22412000	22097000	24660000	26384000	4	5	4	5	3	4	25				541	1939;1940;3447;3939;7158;7346;8679;10158;11540;12533	True;True;True;True;True;True;True;True;True;True	2014;2015;3574;4099;7466;7700;9109;10652;12084;13113	10260;10261;10262;10263;10264;10265;17962;17963;17964;17965;17966;17967;17968;17969;17970;17971;17972;20572;20573;37463;37464;37465;37466;38541;38542;38543;45302;45303;45304;45305;53345;53346;60951;60952;66287;66288	7540;7541;7542;7543;7544;7545;13229;13230;13231;13232;13233;13234;13235;13236;15129;27685;27686;28467;33443;33444;33445;39358;45054;45055;49075	7540;7542;13235;15129;27686;28467;33443;39358;45054;49075		
